,,,,,Gecode,OGSA,Preferred,Obj ratio,OGSA,Optimised,Preferred,Max ratio
2,53,input_order,indomain_min,obj,368710,368815,398330,1.000284777,1200,1200,1200,1
3,53,input_order,indomain_min,obj,347840,347945,365355,1.000301863,1200,1200,1200,1
7,53,input_order,indomain_min,obj,286380,286485,489815,1.000366646,1200,1200,1200,1
6,53,input_order,indomain_min,obj,390980,391300,617385,1.000818456,1200,1200,1200,1
10,53,input_order,indomain_min,obj,424580,425160,454195,1.001366056,1200,1200,1200,1
9,53,input_order,indomain_min,obj,420960,421630,591645,1.0015916,1495,1480,1200,1.010135135
2,54,input_order,indomain_min,obj,1994550,1994550,2536550,1,3250,3200,2450,1.015625
11,54,input_order,indomain_min,obj,2486550,2486550,3240250,1,4550,4550,2450,1
3,54,input_order,indomain_min,obj,1930350,1934450,2495450,1.002123967,4550,4550,2450,1
12,54,input_order,indomain_min,obj,1963250,1968300,2655550,1.002572265,3200,4550,2450,0.703296703
7,54,input_order,indomain_min,obj,942600,945300,1765300,1.002864418,4550,4550,2450,1
1,54,input_order,indomain_min,obj,2228250,2237250,2735200,1.004039044,4550,4550,2450,1
4,54,input_order,indomain_min,obj,1806550,1813900,2322350,1.004068528,4550,4550,2450,1
5,54,input_order,indomain_min,obj,1468350,1477850,2311150,1.006469847,4400,4550,2450,0.967032967
6,54,input_order,indomain_min,obj,1807000,1830000,2642350,1.012728279,3200,4550,2450,0.703296703
10,54,input_order,indomain_min,obj,2406750,2492050,3492750,1.035441986,3200,4550,2450,0.703296703
9,54,input_order,indomain_min,obj,2059350,2139900,3007600,1.039114284,3200,4550,2450,0.703296703
8,54,input_order,indomain_min,obj,1053050,1105800,2209650,1.050092588,4500,4550,2450,0.989010989
11,55,input_order,indomain_min,obj,1003800,1007500,1450200,1.003685993,2550,2550,3300,1
7,55,input_order,indomain_min,obj,442350,444150,1266300,1.004069176,2550,2550,3300,1
12,55,input_order,indomain_min,obj,807850,812050,1326550,1.005198985,2450,2550,3300,0.960784314
3,55,input_order,indomain_min,obj,776500,780700,1077100,1.005408886,2650,2550,3300,1.039215686
4,55,input_order,indomain_min,obj,737100,747600,1122950,1.014245014,2200,2550,3300,0.862745098
5,55,input_order,indomain_min,obj,616550,637750,1250100,1.034384884,2200,2550,3300,0.862745098
1,55,input_order,indomain_min,obj,901350,940350,1231500,1.043268431,2200,2550,3300,0.862745098
2,55,input_order,indomain_min,obj,781300,820400,1199550,1.050044797,2550,2550,3300,1
6,55,input_order,indomain_min,obj,759900,798600,1463100,1.050927754,2550,2550,3300,1
8,55,input_order,indomain_min,obj,485400,534800,1313150,1.101771735,2200,2550,3300,0.862745098
10,55,input_order,indomain_min,obj,975050,1080750,1497600,1.108404697,2100,2550,3300,0.823529412
9,55,input_order,indomain_min,obj,844950,994750,1450800,1.177288597,2200,2550,3300,0.862745098
1,56,input_order,indomain_min,obj,1066650,1066650,1529830,1,3280,3280,2400,1
2,56,input_order,indomain_min,obj,913530,913530,1476150,1,3280,3280,2400,1
3,56,input_order,indomain_min,obj,918960,918960,1382260,1,3280,3280,2400,1
4,56,input_order,indomain_min,obj,860010,860010,1577220,1,3280,3280,2400,1
5,56,input_order,indomain_min,obj,686190,686190,1656780,1,3280,3280,2400,1
6,56,input_order,indomain_min,obj,860010,860010,2059410,1,3280,3280,2400,1
7,56,input_order,indomain_min,obj,443070,443070,1701020,1,3280,3280,2400,1
8,56,input_order,indomain_min,obj,498990,498990,2638810,1,3280,3280,2400,1
9,56,input_order,indomain_min,obj,974880,974880,2642970,1,3280,3280,2400,1
10,56,input_order,indomain_min,obj,1139610,1139610,2279590,1,3280,3280,2400,1
11,56,input_order,indomain_min,obj,1181520,1181520,1888660,1,3280,3280,2400,1
12,56,input_order,indomain_min,obj,935370,935370,1950260,1,3280,3280,2400,1
1,57,input_order,indomain_min,obj,665025,665025,3428320,1,2500,2500,2400,1
3,57,input_order,indomain_min,obj,573340,573340,749485,1,2465,2500,2400,0.986
6,57,input_order,indomain_min,obj,619030,619030,875560,1,2500,2500,2400,1
7,57,input_order,indomain_min,obj,388255,388255,663965,1,2515,2500,2400,1.006
8,57,input_order,indomain_min,obj,463600,463600,754955,1,2500,2500,2400,1
12,57,input_order,indomain_min,obj,624805,624820,1112360,1.000024007,2450,2500,2400,0.98
4,57,input_order,indomain_min,obj,545230,545245,826550,1.000027511,2500,2500,2400,1
5,57,input_order,indomain_min,obj,478065,478095,778465,1.000062753,2500,2500,2400,1
9,57,input_order,indomain_min,obj,685485,685650,846150,1.000240705,2500,2500,2400,1
10,57,input_order,indomain_min,obj,732055,732265,959840,1.000286864,2500,2500,2400,1
2,57,input_order,indomain_min,obj,621130,638530,1172370,1.028013459,2500,2400,2400,1.041666667
11,57,input_order,indomain_min,obj,761380,814780,878975,1.070135806,2500,2450,2400,1.020408163
2,58,input_order,indomain_min,obj,1388420,1388420,1854430,1,6205,6205,6000,1
8,58,input_order,indomain_min,obj,894050,894050,1764520,1,7075,5205,6000,1.359269933
11,58,input_order,indomain_min,obj,1824120,1824120,2395000,1,6000,6205,6000,0.966962127
12,58,input_order,indomain_min,obj,1470095,1470095,1900030,1,7000,5205,6000,1.344860711
4,58,input_order,indomain_min,obj,1371420,1373420,1847360,1.001458342,5205,5205,6000,1
5,58,input_order,indomain_min,obj,1158735,1162735,1856185,1.00345204,5130,5205,6000,0.985590778
3,58,input_order,indomain_min,obj,1451760,1457760,1774525,1.004132915,5130,5205,6000,0.985590778
7,58,input_order,indomain_min,obj,792045,798045,1405000,1.007575327,5000,5205,6000,0.960614793
10,58,input_order,indomain_min,obj,1835445,1851445,2593790,1.008717232,6130,6000,6000,1.021666667
6,58,input_order,indomain_min,obj,1424420,1438420,2003230,1.009828562,5205,6000,6000,0.8675
1,58,input_order,indomain_min,obj,1661775,1685775,2016675,1.014442388,5000,5205,6000,0.960614793
9,58,input_order,indomain_min,obj,1582765,1616765,2264835,1.021481395,5205,6000,6000,0.8675
2,59,input_order,indomain_min,obj,3837620,3844690,10098470,1.001842288,7010,3560,3500,1.969101124
11,59,input_order,indomain_min,obj,4385320,4399320,5943800,1.003192469,5550,3510,3500,1.581196581
5,59,input_order,indomain_min,obj,2923460,2939460,5493300,1.005472967,7050,7060,3500,0.998583569
4,59,input_order,indomain_min,obj,3475120,3499120,5360650,1.006906236,7010,7060,3500,0.992917847
3,59,input_order,indomain_min,obj,3696860,3731360,4653460,1.009332244,5500,7000,3500,0.785714286
7,59,input_order,indomain_min,obj,2134120,2158620,5219230,1.011480142,7010,7010,3500,1
12,59,input_order,indomain_min,obj,3749920,3819430,6689740,1.018536395,7000,7000,3500,1
6,59,input_order,indomain_min,obj,3475120,3558620,6984700,1.024027947,7010,7060,3500,0.992917847
1,59,input_order,indomain_min,obj,4159900,4264940,21097020,1.025250607,5500,7010,3500,0.784593438
10,59,input_order,indomain_min,obj,4436020,4637020,6622210,1.045310887,7050,7060,3500,0.998583569
8,59,input_order,indomain_min,obj,2280800,2392310,6624490,1.04889074,7000,7060,3500,0.991501416
9,59,input_order,indomain_min,obj,3780540,4014540,6852880,1.06189592,3550,3560,3500,0.997191011
1,60,input_order,indomain_min,obj,667160,667160,987420,1,2182,2202,1410,0.990917348
2,60,input_order,indomain_min,obj,567298,567298,932914,1,2202,2202,1410,1
3,60,input_order,indomain_min,obj,574784,574784,817526,1,2202,2202,1410,1
4,60,input_order,indomain_min,obj,537458,537458,870234,1,2202,2202,1410,1
5,60,input_order,indomain_min,obj,428284,428284,937316,1,2202,2202,1410,1
6,60,input_order,indomain_min,obj,537458,537458,1134338,1,2202,2202,1410,1
7,60,input_order,indomain_min,obj,277128,277128,901208,1,2202,2202,1410,1
8,60,input_order,indomain_min,obj,311650,311650,957576,1,2202,2202,1410,1
9,60,input_order,indomain_min,obj,609306,609306,988136,1,2202,2202,1410,1
10,60,input_order,indomain_min,obj,710068,710068,1105926,1,2202,2202,1410,1
11,60,input_order,indomain_min,obj,739008,739008,1073290,1,2202,2202,1410,1
12,60,input_order,indomain_min,obj,585048,585048,999004,1,2130,2202,1410,0.967302452
3,61,input_order,indomain_min,obj,1345816,1345816,1619402,1,3462,3462,2400,1
11,61,input_order,indomain_min,obj,1689192,1689192,2225988,1,3462,3462,2400,1
5,61,input_order,indomain_min,obj,1023226,1024526,2597904,1.001270492,3462,3462,2400,1
8,61,input_order,indomain_min,obj,775880,777080,2200160,1.001546631,4562,5862,2400,0.778232685
12,61,input_order,indomain_min,obj,1365702,1368002,1868604,1.001684116,2462,3462,2400,0.711149624
4,61,input_order,indomain_min,obj,1237372,1240872,1617234,1.002828575,4700,3462,2400,1.357596765
7,61,input_order,indomain_min,obj,731922,734222,1936854,1.003142411,2400,3462,2400,0.693240901
2,61,input_order,indomain_min,obj,1351272,1356572,1807100,1.00392223,3462,3462,2400,1
6,61,input_order,indomain_min,obj,1233772,1241872,2503656,1.006565232,5862,5862,2400,1
1,61,input_order,indomain_min,obj,1513990,1532390,1889380,1.012153317,2400,3462,2400,0.693240901
10,61,input_order,indomain_min,obj,1578362,1603962,2107528,1.016219346,5862,5862,2400,1
9,61,input_order,indomain_min,obj,1347774,1371974,2485592,1.017955533,5862,5862,2400,1
2,62,input_order,indomain_min,obj,447615,447615,725271,1,1423,1423,1100,1
3,62,input_order,indomain_min,obj,444692,444692,635163,1,1423,1423,1100,1
5,62,input_order,indomain_min,obj,333386,333386,665190,1,1423,1423,1100,1
7,62,input_order,indomain_min,obj,214432,214432,568500,1,1423,1423,1100,1
8,62,input_order,indomain_min,obj,242071,242071,608202,1,1423,1423,1100,1
11,62,input_order,indomain_min,obj,571732,571732,770913,1,1423,1423,1100,1
12,62,input_order,indomain_min,obj,452632,452632,784944,1,1423,1423,1100,1
6,62,input_order,indomain_min,obj,416847,416907,790160,1.000143938,1423,1423,1100,1
10,62,input_order,indomain_min,obj,555486,555622,815588,1.000244831,1423,1423,1100,1
9,62,input_order,indomain_min,obj,472723,472851,667322,1.000270772,1423,1423,1100,1
4,62,input_order,indomain_min,obj,416751,416907,650206,1.000374324,1423,1423,1100,1
1,62,input_order,indomain_min,obj,516100,516308,786854,1.000403023,1348,1423,1100,0.947294448
12,63,input_order,indomain_min,obj,1482570,1482570,2424166,1,5262,8362,4700,0.629275293
4,63,input_order,indomain_min,obj,1353444,1359644,2214612,1.004580906,8762,8362,4700,1.047835446
11,63,input_order,indomain_min,obj,1872720,1883220,2828152,1.005606818,4062,8362,4700,0.485768955
3,63,input_order,indomain_min,obj,1456560,1467060,2182598,1.007208766,5262,8362,4700,0.629275293
8,63,input_order,indomain_min,obj,781224,787424,2862726,1.007936264,8762,8362,4700,1.047835446
5,63,input_order,indomain_min,obj,1069058,1080658,2613406,1.010850674,8362,8362,4700,1
7,63,input_order,indomain_min,obj,702270,712770,2297362,1.014951514,4862,8362,4700,0.581439847
1,63,input_order,indomain_min,obj,1690650,1718650,2286022,1.016561677,3662,8362,4700,0.437933509
6,63,input_order,indomain_min,obj,1353444,1394644,2996510,1.030440861,5262,8362,4700,0.629275293
2,63,input_order,indomain_min,obj,1364836,1427136,2265184,1.04564651,5262,8362,4700,0.629275293
10,63,input_order,indomain_min,obj,1746614,1841414,2889820,1.054276446,8362,8362,4700,1
9,63,input_order,indomain_min,obj,1535514,1650214,3040116,1.074698114,5262,8362,4700,0.629275293
2,64,input_order,indomain_min,obj,1576827,1576827,3304695,1,7320,7320,6000,1
5,64,input_order,indomain_min,obj,1206481,1206481,2701630,1,7320,7320,6000,1
6,64,input_order,indomain_min,obj,1519128,1519128,3136452,1,7320,7320,6000,1
9,64,input_order,indomain_min,obj,1722870,1722870,2897734,1,7320,7320,6000,1
10,64,input_order,indomain_min,obj,1991553,1991553,3156096,1,7320,7320,6000,1
12,64,input_order,indomain_min,obj,1657172,1657172,3173579,1,7200,7320,6000,0.983606557
11,64,input_order,indomain_min,obj,2093267,2093278,3030766,1.000005255,7200,7320,6000,0.983606557
3,64,input_order,indomain_min,obj,1628099,1628110,2323890,1.000006756,7320,7320,6000,1
4,64,input_order,indomain_min,obj,1519029,1519062,2496931,1.000021724,7320,7320,6000,1
7,64,input_order,indomain_min,obj,784982,785004,2624300,1.000028026,7200,7320,6000,0.983606557
1,64,input_order,indomain_min,obj,1889745,1889833,3079848,1.000046567,7200,7320,6000,0.983606557
8,64,input_order,indomain_min,obj,879423,879533,2756971,1.000125082,7320,7320,6000,1
2,65,input_order,indomain_min,obj,1245377,1246133,2030767,1.000607045,3665,3535,3500,1.036775106
1,65,input_order,indomain_min,obj,1425690,1426730,2129491,1.000729471,3573,3665,3500,0.974897681
11,65,input_order,indomain_min,obj,1582763,1590393,2360952,1.004820684,3665,3665,3500,1
7,65,input_order,indomain_min,obj,596323,600408,1512436,1.006850314,3665,3665,3500,1
12,65,input_order,indomain_min,obj,1252803,1261638,2245819,1.007052186,3500,3665,3500,0.954979536
5,65,input_order,indomain_min,obj,928727,936714,1791311,1.008599944,3665,3665,3500,1
4,65,input_order,indomain_min,obj,1151699,1166943,1851176,1.013236097,3665,3665,3500,1
3,65,input_order,indomain_min,obj,1231089,1270459,1832898,1.031979816,3665,3665,3500,1
6,65,input_order,indomain_min,obj,1151629,1215498,2066317,1.055459701,3665,3665,3500,1
8,65,input_order,indomain_min,obj,670596,712650,1755571,1.062711379,3535,3665,3500,0.964529332
10,65,input_order,indomain_min,obj,1521929,1695288,2342497,1.113907416,3665,3665,3500,1
9,65,input_order,indomain_min,obj,1305097,1485271,2068101,1.138054106,3630,3665,3500,0.990450205
11,66,input_order,indomain_min,obj,1875762,1875762,2579272,1,8790,8790,5000,1
4,66,input_order,indomain_min,obj,1359068,1364212,1750442,1.003784947,8718,8790,5000,0.991808874
12,66,input_order,indomain_min,obj,1485072,1496332,2145948,1.007582124,5290,8790,5000,0.60182025
7,66,input_order,indomain_min,obj,703692,709112,1525372,1.007702233,8650,8790,5000,0.98407281
3,66,input_order,indomain_min,obj,1459026,1470566,2054530,1.007909386,5290,8790,5000,0.60182025
5,66,input_order,indomain_min,obj,1077824,1087976,1652642,1.009418977,8790,8790,5000,1
1,66,input_order,indomain_min,obj,1692990,1714670,2111816,1.012805746,5290,8790,5000,0.60182025
8,66,input_order,indomain_min,obj,786056,797740,1696262,1.014864081,5150,8790,5000,0.58589306
6,66,input_order,indomain_min,obj,1359068,1401592,2026570,1.031289089,5140,8790,5000,0.584755404
10,66,input_order,indomain_min,obj,1771966,1846462,2624506,1.042041439,8790,8790,5000,1
2,66,input_order,indomain_min,obj,1397606,1468502,2178376,1.050726743,8650,8790,5000,0.98407281
9,66,input_order,indomain_min,obj,1542290,1659294,2241368,1.075863813,5140,8790,5000,0.584755404
11,67,input_order,indomain_min,obj,1189896,1233480,1249780,1.036628411,2200,2750,2200,0.8
2,67,input_order,indomain_min,obj,939600,974224,1018030,1.036849723,2200,2750,2200,0.8
1,67,input_order,indomain_min,obj,1071874,1124650,1102532,1.04923713,2200,2250,2200,0.977777778
4,67,input_order,indomain_min,obj,866344,912496,916406,1.053272141,2200,2750,2200,0.8
3,67,input_order,indomain_min,obj,925728,982840,950252,1.061694148,2200,2750,2200,0.8
12,67,input_order,indomain_min,obj,942170,1001530,982814,1.063003492,2200,2750,2200,0.8
7,67,input_order,indomain_min,obj,447598,500230,546262,1.117587657,2200,2750,2200,0.8
5,67,input_order,indomain_min,obj,696082,779522,802196,1.119870935,2200,2750,2200,0.8
6,67,input_order,indomain_min,obj,866416,971896,967238,1.121742904,2200,2750,2200,0.8
10,67,input_order,indomain_min,obj,1153558,1412926,1240630,1.22484175,2200,2750,2200,0.8
9,67,input_order,indomain_min,obj,986166,1267726,1053528,1.285509742,2200,2750,2200,0.8
8,67,input_order,indomain_min,obj,503564,727916,639590,1.445528274,2200,2750,2200,0.8
1,68,input_order,indomain_min,obj,467418,467350,1087296,0.99985452,2606,2408,2400,1.082225914
11,68,input_order,indomain_min,obj,520076,523764,653890,1.007091271,2476,2538,2400,0.975571316
12,68,input_order,indomain_min,obj,410118,415914,729338,1.014132518,2408,2538,2400,0.948778566
7,68,input_order,indomain_min,obj,195166,200214,461156,1.025865161,3676,2538,2400,1.448384555
3,68,input_order,indomain_min,obj,403132,417124,584708,1.034708235,2400,2538,2400,0.945626478
4,68,input_order,indomain_min,obj,374996,391252,567274,1.043349796,2400,2538,2400,0.945626478
6,68,input_order,indomain_min,obj,374928,398452,646752,1.062742713,3600,2538,2400,1.418439716
5,68,input_order,indomain_min,obj,297718,320018,519956,1.074903096,3600,2538,2400,1.418439716
2,68,input_order,indomain_min,obj,392748,422312,861300,1.075274731,2400,2538,2400,0.945626478
9,68,input_order,indomain_min,obj,425358,490950,541082,1.154204223,3600,2538,2400,1.418439716
10,68,input_order,indomain_min,obj,486286,574994,678930,1.182419399,2400,2538,2400,0.945626478
8,68,input_order,indomain_min,obj,217020,282272,446968,1.300672749,3600,2538,2400,1.418439716
11,69,input_order,indomain_min,obj,1168088,1185912,1411932,1.015259124,2200,3856,2200,0.570539419
1,69,input_order,indomain_min,obj,1052816,1070340,4167154,1.016644884,2256,2200,2200,1.025454545
12,69,input_order,indomain_min,obj,923362,956172,1968104,1.035533193,2200,3856,2200,0.570539419
7,69,input_order,indomain_min,obj,438090,457092,997344,1.043374649,2200,3856,2200,0.570539419
2,69,input_order,indomain_min,obj,886124,924618,1634784,1.043440873,2200,3856,2200,0.570539419
3,69,input_order,indomain_min,obj,907394,948776,1302046,1.045605327,2200,3856,2200,0.570539419
6,69,input_order,indomain_min,obj,847124,903906,1358268,1.067029148,2200,3856,2200,0.570539419
4,69,input_order,indomain_min,obj,846934,912706,1381860,1.077658944,2200,3856,2200,0.570539419
5,69,input_order,indomain_min,obj,673862,739064,1204766,1.096758684,2200,3856,2200,0.570539419
10,69,input_order,indomain_min,obj,1113052,1261816,1536224,1.133654133,2200,3856,2200,0.570539419
8,69,input_order,indomain_min,obj,490622,562994,1030224,1.147510711,2200,3856,2200,0.570539419
9,69,input_order,indomain_min,obj,960306,1111878,1215620,1.157837189,2200,3856,2200,0.570539419
2,70,input_order,indomain_min,obj,893275,894730,2037030,1.001628838,2115,3600,2100,0.5875
12,70,input_order,indomain_min,obj,874665,876710,2754630,1.002338038,2800,2190,2100,1.278538813
11,70,input_order,indomain_min,obj,1120470,1131845,1532620,1.01015199,2115,2115,2100,1
1,70,input_order,indomain_min,obj,993725,1034305,1958485,1.040836247,2115,2115,2100,1
6,70,input_order,indomain_min,obj,811745,845695,1484605,1.041823479,2115,3675,2100,0.575510204
5,70,input_order,indomain_min,obj,659225,691975,1224940,1.049679548,2115,2190,2100,0.965753425
4,70,input_order,indomain_min,obj,806230,851695,1325990,1.056392097,2115,3675,2100,0.575510204
7,70,input_order,indomain_min,obj,427230,451820,1139270,1.05755682,2115,2115,2100,1
3,70,input_order,indomain_min,obj,863735,931575,1292480,1.078542609,2115,2115,2100,1
10,70,input_order,indomain_min,obj,1074545,1185895,1602940,1.103625255,2115,3675,2100,0.575510204
9,70,input_order,indomain_min,obj,910060,1017625,1491050,1.118195504,2115,3675,2100,0.575510204
8,70,input_order,indomain_min,obj,473040,602720,1316465,1.274141722,2115,2190,2100,0.965753425
11,71,input_order,indomain_min,obj,1590768,1590552,2071404,0.999864217,4200,4100,2400,1.024390244
1,71,input_order,indomain_min,obj,1445020,1445020,5516184,1,2572,3000,2400,0.857333333
2,71,input_order,indomain_min,obj,1217480,1217480,1815424,1,4100,4100,2400,1
5,71,input_order,indomain_min,obj,1005428,1005428,2310832,1,3000,3000,2400,1
7,71,input_order,indomain_min,obj,672948,672948,2002044,1,3000,3000,2400,1
3,71,input_order,indomain_min,obj,1259800,1259872,1696252,1.000057152,3000,3000,2400,1
4,71,input_order,indomain_min,obj,1188992,1189180,1949312,1.000158117,3000,3000,2400,1
12,71,input_order,indomain_min,obj,1274388,1274964,2152536,1.000451982,3000,3000,2400,1
6,71,input_order,indomain_min,obj,1239448,1240516,2787940,1.000861674,3000,2972,2400,1.009421265
8,71,input_order,indomain_min,obj,769056,769748,2270036,1.000899804,3000,3000,2400,1
10,71,input_order,indomain_min,obj,1602404,1603988,2457760,1.000988515,3000,3000,2400,1
9,71,input_order,indomain_min,obj,1377564,1380936,2385620,1.002447799,3000,2972,2400,1.009421265
1,72,input_order,indomain_min,obj,2128230,2128230,4410652,1,9370,9370,6000,1
2,72,input_order,indomain_min,obj,1765908,1765908,2790474,1,9370,9370,6000,1
3,72,input_order,indomain_min,obj,1833552,1833552,2531254,1,9368,9370,6000,0.999786553
4,72,input_order,indomain_min,obj,1709620,1709620,3142490,1,9368,9370,6000,0.999786553
5,72,input_order,indomain_min,obj,1356494,1356494,3606576,1,9370,9370,6000,1
6,72,input_order,indomain_min,obj,1709620,1709620,4485744,1,9368,9370,6000,0.999786553
7,72,input_order,indomain_min,obj,884034,884034,3281186,1,9368,9370,6000,0.999786553
8,72,input_order,indomain_min,obj,989296,989296,4586516,1,9370,9370,6000,1
9,72,input_order,indomain_min,obj,1938814,1938814,4386842,1,9368,9370,6000,0.999786553
10,72,input_order,indomain_min,obj,2235930,2235930,3849636,1,9370,9370,6000,1
11,72,input_order,indomain_min,obj,2357424,2357424,3338910,1,9370,9370,6000,1
12,72,input_order,indomain_min,obj,1866294,1866294,3452184,1,6970,9370,6000,0.743863394
1,73,input_order,indomain_min,obj,496665,496665,708716,1,2300,3261,1200,0.705305121
2,73,input_order,indomain_min,obj,398844,398844,679056,1,3256,3261,1200,0.998466728
3,73,input_order,indomain_min,obj,427896,427896,627305,1,2056,3261,1200,0.630481447
4,73,input_order,indomain_min,obj,397500,397500,619679,1,3256,3261,1200,0.998466728
5,73,input_order,indomain_min,obj,313617,313617,658000,1,3261,3261,1200,1
6,73,input_order,indomain_min,obj,397500,397500,821176,1,3261,3261,1200,1
7,73,input_order,indomain_min,obj,206307,206307,666795,1,2161,3261,1200,0.662680159
8,73,input_order,indomain_min,obj,229398,229398,774398,1,3256,3261,1200,0.998466728
9,73,input_order,indomain_min,obj,450987,450987,762050,1,3256,3261,1200,0.998466728
10,73,input_order,indomain_min,obj,512955,512955,774044,1,3261,3261,1200,1
11,73,input_order,indomain_min,obj,550152,550152,799136,1,3256,3261,1200,0.998466728
12,73,input_order,indomain_min,obj,435537,435537,732050,1,2356,3261,1200,0.722477768
2,74,input_order,indomain_min,obj,1067400,1070700,1665800,1.003091625,2000,2600,1200,0.769230769
11,74,input_order,indomain_min,obj,1342600,1366800,1723500,1.018024728,2000,2600,1200,0.769230769
12,74,input_order,indomain_min,obj,1059000,1085100,1876700,1.024645892,2000,2600,1200,0.769230769
1,74,input_order,indomain_min,obj,1203700,1241700,2537500,1.031569328,1700,2600,1200,0.653846154
4,74,input_order,indomain_min,obj,974500,1010500,1536400,1.036942022,2300,2600,1200,0.884615385
3,74,input_order,indomain_min,obj,1041400,1096000,1449200,1.052429422,2000,2600,1200,0.769230769
7,74,input_order,indomain_min,obj,507000,536400,1465300,1.057988166,2600,2600,1200,1
5,74,input_order,indomain_min,obj,787400,835700,1584400,1.061341123,2000,2600,1200,0.769230769
6,74,input_order,indomain_min,obj,977700,1056000,1929200,1.080085916,2000,2600,1200,0.769230769
10,74,input_order,indomain_min,obj,1308800,1456700,1794900,1.113004279,2000,2600,1200,0.769230769
9,74,input_order,indomain_min,obj,1109400,1330000,1804400,1.198846223,2000,2600,1200,0.769230769
8,74,input_order,indomain_min,obj,568400,748400,1574400,1.316678395,2000,2600,1200,0.769230769
1,75,input_order,indomain_min,obj,1474630,1474630,2373630,1,6900,7100,2400,0.971830986
4,75,input_order,indomain_min,obj,1199990,1199990,1565790,1,9300,7100,2400,1.309859155
5,75,input_order,indomain_min,obj,979840,979840,1409520,1,7100,7100,2400,1
6,75,input_order,indomain_min,obj,1224860,1224860,1607290,1,9300,7100,2400,1.309859155
7,75,input_order,indomain_min,obj,674640,674640,1069480,1,9300,7100,2400,1.309859155
8,75,input_order,indomain_min,obj,749850,749850,1188110,1,9300,7100,2400,1.309859155
10,75,input_order,indomain_min,obj,1552130,1552130,2031430,1,9300,7100,2400,1.309859155
11,75,input_order,indomain_min,obj,1663770,1663770,1930270,1,6900,7100,2400,0.971830986
12,75,input_order,indomain_min,obj,1313940,1313940,2025240,1,9300,7100,2400,1.309859155
3,75,input_order,indomain_min,obj,1285060,1287460,1615560,1.001867617,4700,7100,2400,0.661971831
2,75,input_order,indomain_min,obj,1208180,1224980,1844080,1.013905213,6900,7100,2400,0.971830986
9,75,input_order,indomain_min,obj,1388170,1414570,1641670,1.019017844,6900,7100,2400,0.971830986
1,76,input_order,indomain_min,obj,1224990,1224990,1859896,1,3760,3805,3600,0.988173456
2,76,input_order,indomain_min,obj,1047314,1047314,1836516,1,3805,3805,3600,1
3,76,input_order,indomain_min,obj,1055414,1055414,1505884,1,3805,3805,3600,1
4,76,input_order,indomain_min,obj,987468,987468,1536714,1,3805,3805,3600,1
5,76,input_order,indomain_min,obj,787676,787676,1406912,1,3805,3805,3600,1
6,76,input_order,indomain_min,obj,987468,987468,1687674,1,3805,3805,3600,1
7,76,input_order,indomain_min,obj,508880,508880,1235758,1,3805,3805,3600,1
8,76,input_order,indomain_min,obj,572856,572856,1211030,1,3805,3805,3600,1
9,76,input_order,indomain_min,obj,1119466,1119466,1405304,1,3805,3805,3600,1
10,76,input_order,indomain_min,obj,1307462,1307462,1647374,1,3805,3805,3600,1
11,76,input_order,indomain_min,obj,1356950,1356950,1672468,1,3805,3805,3600,1
12,76,input_order,indomain_min,obj,1074260,1074260,2089250,1,3760,3805,3600,0.988173456
2,77,input_order,indomain_min,obj,1159180,1163680,1392010,1.003882055,2900,3240,2200,0.895061728
11,77,input_order,indomain_min,obj,1462730,1478380,1633740,1.010699172,2850,3240,2200,0.87962963
1,77,input_order,indomain_min,obj,1314000,1342050,1459120,1.021347032,2850,3240,2200,0.87962963
12,77,input_order,indomain_min,obj,1155630,1182730,1383630,1.023450412,2850,3240,2200,0.87962963
4,77,input_order,indomain_min,obj,1063730,1094380,1239480,1.028813703,2990,3240,2200,0.922839506
3,77,input_order,indomain_min,obj,1136590,1175440,1273890,1.034181191,2990,3240,2200,0.922839506
5,77,input_order,indomain_min,obj,858440,888690,1225400,1.035238339,2900,3240,2200,0.895061728
7,77,input_order,indomain_min,obj,552430,573430,987870,1.038013866,2900,3240,2200,0.895061728
9,77,input_order,indomain_min,obj,1210060,1267410,1657830,1.047394344,2900,3240,2200,0.895061728
10,77,input_order,indomain_min,obj,1427830,1500130,1809260,1.05063628,2990,3240,2200,0.922839506
6,77,input_order,indomain_min,obj,1066480,1154680,1498640,1.082701973,2990,3240,2200,0.922839506
8,77,input_order,indomain_min,obj,621000,730300,1235950,1.176006441,2900,3240,2200,0.895061728
1,78,input_order,indomain_min,obj,1926535,1926535,7343520,1,7290,7383,3600,0.987403495
2,78,input_order,indomain_min,obj,1608638,1608638,2556324,1,7383,7383,3600,1
3,78,input_order,indomain_min,obj,1659784,1659784,2361718,1,7383,7383,3600,1
4,78,input_order,indomain_min,obj,1548718,1548718,2477702,1,7383,7383,3600,1
5,78,input_order,indomain_min,obj,1230179,1230179,2762333,1,7383,7383,3600,1
6,78,input_order,indomain_min,obj,1548718,1548718,3459053,1,7383,7383,3600,1
7,78,input_order,indomain_min,obj,800253,800253,2755995,1,7383,7383,3600,1
8,78,input_order,indomain_min,obj,896660,896660,3037548,1,7383,7383,3600,1
9,78,input_order,indomain_min,obj,1756191,1756191,3368390,1,7383,7383,3600,1
10,78,input_order,indomain_min,obj,2030753,2030753,3101329,1,7383,7383,3600,1
11,78,input_order,indomain_min,obj,2134008,2134008,2944113,1,7383,7383,3600,1
12,78,input_order,indomain_min,obj,1689423,1689423,2877738,1,7290,7383,3600,0.987403495
