,,,,,Gecode,Gurobi,Gecode,Gurobi,Preferred,OGSA,
,,,,,Initial,Initial,Modified,Modified,Modified,Modified,
Month,House,Variable choices,Constraint variables,Result,,,,,,,
8,56,input_order,indomain_min,obj,175095,175095,175095,175095,519181,180693,1.032
8,56,input_order,indomain_min,time,80,110,80,90,,0.000508755,
8,57,input_order,indomain_min,obj,170118,170118,170118,170118,242284,170118,1.000
8,57,input_order,indomain_min,time,70,100,60,90,,0.000382503,
8,58,input_order,indomain_min,obj,656260,656260,656260,656260,1985160,663920,1.012
8,58,input_order,indomain_min,time,110,110,100,80,,0.000404194,
8,59,input_order,indomain_min,obj,466500,466500,466500,466500,1298340,466500,1.000
8,59,input_order,indomain_min,time,60,90,50,80,,0.000317752,
8,60,input_order,indomain_min,obj,490200,490200,490200,490200,637580,507000,1.034
8,60,input_order,indomain_min,time,60,90,60,70,,0.000334774,
8,61,input_order,indomain_min,obj,1140995,1140995,1140995,1140995,2072790,1476915,1.294
8,61,input_order,indomain_min,time,60,110,50,90,,0.000398883,
8,62,input_order,indomain_min,obj,750700,750700,750700,750700,1967800,750700,1.000
8,62,input_order,indomain_min,time,60,100,60,70,,0.000325175,
8,63,input_order,indomain_min,obj,457600,457600,457600,457600,1156400,463700,1.013
8,63,input_order,indomain_min,time,60,100,50,70,,0.000261287,
8,64,input_order,indomain_min,obj,956964,956964,956964,956964,1292112,956880,1.000
8,64,input_order,indomain_min,time,60,110,60,90,,0.000389691,
8,65,input_order,indomain_min,obj,942621,942621,942621,942621,2858270,949621,1.007
8,65,input_order,indomain_min,time,70,90,60,70,,0.000329832,
8,66,input_order,indomain_min,obj,493710,493710,493710,493710,1224964,516990,1.047
8,66,input_order,indomain_min,time,60,100,50,80,,0.00031958,
8,67,input_order,indomain_min,obj,156700,156700,156700,156700,385078,156700,1.000
8,67,input_order,indomain_min,time,70,90,60,70,,0.000222445,
8,68,input_order,indomain_min,obj,328222,328222,328222,328222,870292,328480,1.001
8,68,input_order,indomain_min,time,60,110,50,90,,0.000495216,
8,69,input_order,indomain_min,obj,1431042,1431042,1431042,1431042,4508720,2123108,1.484
8,69,input_order,indomain_min,time,60,120,50,100,,0.000454304,
8,70,input_order,indomain_min,obj,166650,166650,166650,166650,531680,226450,1.359
8,70,input_order,indomain_min,time,60,110,50,80,,0.00035609,
8,71,input_order,indomain_min,obj,379335,379335,379335,379335,1621810,433705,1.143
8,71,input_order,indomain_min,time,60,120,50,100,,0.000589955,
8,72,input_order,indomain_min,obj,990177,990177,990177,990177,3275434,2349710,2.373
8,72,input_order,indomain_min,time,60,110,50,100,,0.00059122,
8,73,input_order,indomain_min,obj,245700,245700,245700,245700,796150,247900,1.009
8,73,input_order,indomain_min,time,60,90,60,70,,0.000269733,
8,74,input_order,indomain_min,obj,344752,344752,344752,344752,681912,390152,1.132
8,74,input_order,indomain_min,time,60,110,50,90,,0.000402221,
8,75,input_order,indomain_min,obj,257102,257102,257102,257102,293490,257102,1.000
8,75,input_order,indomain_min,time,60,90,60,60,,0.000227974,
8,76,input_order,indomain_min,obj,828296,828296,828296,828296,2297220,828296,1.000
8,76,input_order,indomain_min,time,60,100,60,80,,0.000314471,
8,77,input_order,indomain_min,obj,799900,799900,799900,799900,2273900,808100,1.010
8,77,input_order,indomain_min,time,60,110,50,90,,0.000302243,
8,78,input_order,indomain_min,obj,66305,66305,66305,66305,182440,66305,1.000
8,78,input_order,indomain_min,time,70,100,70,90,,0.000370689,
8,79,input_order,indomain_min,obj,695200,695200,695200,695200,1832400,740000,1.064
8,79,input_order,indomain_min,time,60,110,50,80,,0.000349752,
8,80,input_order,indomain_min,obj,312530,312530,312530,312530,652916,312530,1.000
8,80,input_order,indomain_min,time,80,110,80,80,,0.000432377,
8,81,input_order,indomain_min,obj,291300,291300,291300,291300,857652,292296,1.003
8,81,input_order,indomain_min,time,60,100,60,100,,0.000389509,
8,82,input_order,indomain_min,obj,578100,578100,578100,578100,1634970,579490,1.002
8,82,input_order,indomain_min,time,60,120,60,110,,0.000510222,
8,83,input_order,indomain_min,obj,356434,356434,356434,356434,891369,380434,1.067
8,83,input_order,indomain_min,time,70,140,70,110,,0.000445003,
8,84,input_order,indomain_min,obj,739691,739691,739691,739691,1163379,739691,1.000
8,84,input_order,indomain_min,time,70,110,60,100,,0.000357418,
8,85,input_order,indomain_min,obj,315000,315000,315000,315000,974800,316300,1.004
8,85,input_order,indomain_min,time,60,130,60,120,,0.000508068,
8,86,input_order,indomain_min,obj,440727,440727,440727,440727,1568750,441862,1.003
8,86,input_order,indomain_min,time,70,110,70,100,,0.000379949,
8,87,input_order,indomain_min,obj,86391,86391,86391,86391,234330,86734,1.004
8,87,input_order,indomain_min,time,60,120,60,80,,0.000368074,
8,88,input_order,indomain_min,obj,366650,366650,366650,366650,836260,366650,1.000
8,88,input_order,indomain_min,time,60,90,60,80,,0.000276032,
8,89,input_order,indomain_min,obj,165630,165630,165630,165630,507721,165630,1.000
8,89,input_order,indomain_min,time,60,90,50,60,,0.000230336,
8,90,input_order,indomain_min,obj,11880,11880,11880,11880,19225,11880,1.000
8,90,input_order,indomain_min,time,60,90,50,70,,0.000230931,
8,91,input_order,indomain_min,obj,272196,272196,272196,272196,551028,274680,1.009
8,91,input_order,indomain_min,time,70,110,60,90,,0.000293396,
8,92,input_order,indomain_min,obj,379595,379595,379595,379595,631544,513970,1.354
8,92,input_order,indomain_min,time,70,100,60,80,,0.00039289,
8,93,input_order,indomain_min,obj,406110,406110,406110,406110,515500,406110,1.000
8,93,input_order,indomain_min,time,70,120,70,100,,0.00050523,
8,94,input_order,indomain_min,obj,192300,192300,192300,192300,673788,193100,1.004
8,94,input_order,indomain_min,time,90,110,70,100,,0.00039325,
8,95,input_order,indomain_min,obj,597600,597600,597600,597600,1284695,954015,1.596
8,95,input_order,indomain_min,time,60,140,50,120,,0.0005491,
8,96,input_order,indomain_min,obj,663940,663940,663940,663940,2790030,726340,1.094
8,96,input_order,indomain_min,time,80,120,80,100,,0.000418369,
8,97,input_order,indomain_min,obj,478050,478050,478050,478050,1324300,480450,1.005
8,97,input_order,indomain_min,time,70,110,60,80,,0.000285949,
8,98,input_order,indomain_min,obj,489641,489641,489641,489641,1447740,549694,1.123
8,98,input_order,indomain_min,time,60,110,60,100,,0.000357232,
8,99,input_order,indomain_min,obj,108532,108532,108532,108532,351352,120981,1.115
8,99,input_order,indomain_min,time,80,140,70,110,,0.000429101,
8,100,input_order,indomain_min,obj,413500,413500,413500,413500,657530,413830,1.001
8,100,input_order,indomain_min,time,60,120,50,100,,0.000365603,
9,1,input_order,indomain_min,obj,433365,433365,433365,433365,915250,433365,1.000
9,1,input_order,indomain_min,time,60,90,60,60,,0.000223191,
9,2,input_order,indomain_min,obj,255552,255552,255552,255552,460901,259348,1.015
9,2,input_order,indomain_min,time,60,110,60,80,,0.000434873,
9,3,input_order,indomain_min,obj,1061068,1061068,1061068,1061068,1481752,1180008,1.112
9,3,input_order,indomain_min,time,60,110,50,90,,0.000346726,
9,4,input_order,indomain_min,obj,1143040,1143040,1143040,1143040,1751180,1351140,1.182
9,4,input_order,indomain_min,time,80,100,80,70,,0.000270474,
9,5,input_order,indomain_min,obj,1458350,1458350,1458350,1458350,1708590,1468470,1.007
9,5,input_order,indomain_min,time,60,90,60,70,,0.000293444,
9,6,input_order,indomain_min,obj,391794,391794,391794,391794,536684,389622,0.994
9,6,input_order,indomain_min,time,60,190,60,90,,0.000516275,
9,7,input_order,indomain_min,obj,229880,229880,229880,229880,451340,257796,1.121
9,7,input_order,indomain_min,time,60,110,50,100,,0.000401585,
9,8,input_order,indomain_min,obj,971475,971475,971475,971475,1883300,1010675,1.040
9,8,input_order,indomain_min,time,70,110,60,90,,0.0003607,
9,9,input_order,indomain_min,obj,376990,376990,376990,376990,569464,445111,1.181
9,9,input_order,indomain_min,time,60,110,60,90,,0.000437513,
9,10,input_order,indomain_min,obj,738450,738450,738450,738450,900395,761585,1.031
9,10,input_order,indomain_min,time,60,110,50,90,,0.000421115,
9,11,input_order,indomain_min,obj,922780,922780,922780,922780,1537724,989242,1.072
9,11,input_order,indomain_min,time,60,100,50,90,,0.000397146,
9,12,input_order,indomain_min,obj,463669,463669,463669,463669,601531,470600,1.015
9,12,input_order,indomain_min,time,70,150,60,90,,0.000393259,
9,13,input_order,indomain_min,obj,148950,148950,148950,148950,228305,172890,1.161
9,13,input_order,indomain_min,time,60,110,50,90,,0.000421324,
9,14,input_order,indomain_min,obj,2785666,2785666,2785666,2785666,3498487,3459974,1.242
9,14,input_order,indomain_min,time,60,130,50,100,,0.000534301,
9,15,input_order,indomain_min,obj,1265230,1265230,1265230,1265230,1391628,1266176,1.001
9,15,input_order,indomain_min,time,60,100,60,80,,0.000292912,
9,16,input_order,indomain_min,obj,178918,178918,178918,178918,250458,187640,1.049
9,16,input_order,indomain_min,time,60,110,50,100,,0.000389667,
9,17,input_order,indomain_min,obj,419594,419594,419594,419594,428406,419594,1.000
9,17,input_order,indomain_min,time,60,120,50,100,,0.000496107,
9,18,input_order,indomain_min,obj,632940,632940,632940,632940,1740400,655236,1.035
9,18,input_order,indomain_min,time,60,110,60,90,,0.000404687,
9,19,input_order,indomain_min,obj,681855,681855,681855,681855,1335105,717690,1.053
9,19,input_order,indomain_min,time,60,110,60,100,,0.000334613,
9,20,input_order,indomain_min,obj,1495613,1495613,1495613,1495613,2888168,1648153,1.102
9,20,input_order,indomain_min,time,60,110,60,80,,0.000422573,
9,21,input_order,indomain_min,obj,1247344,1247344,1247344,1247344,2620104,1308294,1.049
9,21,input_order,indomain_min,time,60,100,50,80,,0.000280459,
9,22,input_order,indomain_min,obj,145893,145893,145893,145893,200143,152214,1.043
9,22,input_order,indomain_min,time,60,110,50,100,,0.000492542,
9,23,input_order,indomain_min,obj,570250,570250,570250,570250,1196170,570250,1.000
9,23,input_order,indomain_min,time,70,100,60,80,,0.000328873,
9,24,input_order,indomain_min,obj,1319685,1319685,1319685,1319685,2455550,1429760,1.083
9,24,input_order,indomain_min,time,60,100,50,80,,0.000353015,
9,25,input_order,indomain_min,obj,3433130,3433130,3433130,3433130,5407650,3433930,1.000
9,25,input_order,indomain_min,time,70,100,60,70,,0.000260819,
9,26,input_order,indomain_min,obj,156215,156215,156215,156215,288345,202520,1.296
9,26,input_order,indomain_min,time,60,110,50,100,,0.000461482,
9,27,input_order,indomain_min,obj,959364,959364,959364,959364,1276028,959364,1.000
9,27,input_order,indomain_min,time,70,90,60,70,,0.000223733,
9,28,input_order,indomain_min,obj,3174896,3174896,3174896,3174896,6027708,3782096,1.191
9,28,input_order,indomain_min,time,70,100,60,90,,0.000371057,
9,29,input_order,indomain_min,obj,2589730,2589730,2589730,2589730,3466780,2651310,1.024
9,29,input_order,indomain_min,time,60,100,60,80,,0.000317356,
9,30,input_order,indomain_min,obj,1221168,1221168,1221168,1221168,1666311,1285668,1.053
9,30,input_order,indomain_min,time,60,100,60,80,,0.00041721,
9,31,input_order,indomain_min,obj,2330490,2330490,2330490,2330490,3170862,2355664,1.011
9,31,input_order,indomain_min,time,60,110,50,90,,0.000385013,
9,32,input_order,indomain_min,obj,193604,193604,193604,193604,370684,194292,1.004
9,32,input_order,indomain_min,time,70,100,70,80,,0.000304776,
9,33,input_order,indomain_min,obj,2076088,2076088,2076088,2076088,2779284,2176816,1.049
9,33,input_order,indomain_min,time,60,100,50,80,,0.000396986,
9,34,input_order,indomain_min,obj,1563600,1563600,1563600,1563600,3272300,1737750,1.111
9,34,input_order,indomain_min,time,60,100,60,80,,0.000338875,
9,35,input_order,indomain_min,obj,895896,895896,895896,895896,1396255,924861,1.032
9,35,input_order,indomain_min,time,60,110,60,90,,0.000459864,
9,36,input_order,indomain_min,obj,965470,965470,965470,965470,2446248,1138558,1.179
9,36,input_order,indomain_min,time,60,110,50,90,,0.000437506,
9,37,input_order,indomain_min,obj,1372796,1372796,1372796,1372796,1440162,1571866,1.145
9,37,input_order,indomain_min,time,70,110,70,100,,0.000332028,
9,38,input_order,indomain_min,obj,638510,638510,638510,638510,918790,639460,1.001
9,38,input_order,indomain_min,time,60,100,60,90,,0.000393181,
9,39,input_order,indomain_min,obj,1164360,1164360,1164360,1164360,2207310,1421970,1.221
9,39,input_order,indomain_min,time,70,120,60,110,,0.000353769,
9,40,input_order,indomain_min,obj,1580898,1580898,1580898,1580898,1876413,1680978,1.063
9,40,input_order,indomain_min,time,60,120,50,90,,0.000397645,
9,41,input_order,indomain_min,obj,2548660,2548660,2548660,2548660,5413785,2552360,1.001
9,41,input_order,indomain_min,time,70,110,60,90,,0.000353435,
9,42,input_order,indomain_min,obj,216690,216690,216690,216690,566990,223010,1.029
9,42,input_order,indomain_min,time,60,110,50,90,,0.000392826,
9,43,input_order,indomain_min,obj,447426,447426,447426,447426,568560,612184,1.368
9,43,input_order,indomain_min,time,60,120,50,80,,0.000382087,
9,44,input_order,indomain_min,obj,631245,631245,631245,631245,1450010,752945,1.193
9,44,input_order,indomain_min,time,60,100,50,80,,0.000320241,
9,45,input_order,indomain_min,obj,1371820,1371820,1371820,1371820,1685846,1418654,1.034
9,45,input_order,indomain_min,time,60,120,60,90,,0.000433159,
9,46,input_order,indomain_min,obj,398900,398900,398900,398900,999960,438440,1.099
9,46,input_order,indomain_min,time,60,90,50,80,,0.000271791,
9,47,input_order,indomain_min,obj,678170,678170,678170,678170,1394592,678322,1.000
9,47,input_order,indomain_min,time,60,100,50,70,,0.000340546,
9,48,input_order,indomain_min,obj,486046,486046,486046,486046,873258,511846,1.053
9,48,input_order,indomain_min,time,70,100,70,80,,0.000399888,
9,49,input_order,indomain_min,obj,1066716,1066716,1066716,1066716,1946420,1144584,1.073
9,49,input_order,indomain_min,time,60,110,50,90,,0.000349786,
9,50,input_order,indomain_min,obj,1977728,1977728,1977728,1977728,2852153,1977728,1.000
9,50,input_order,indomain_min,time,60,120,60,90,,0.000374104,
9,51,input_order,indomain_min,obj,295187,295187,295187,295187,311490,692919,2.347
9,51,input_order,indomain_min,time,70,130,60,110,,0.000519411,
9,52,input_order,indomain_min,obj,1128882,1128882,1128882,1128882,1544460,1376665,1.219
9,52,input_order,indomain_min,time,60,110,50,100,,0.0004412,
9,53,input_order,indomain_min,obj,608793,608793,608793,608793,827189,668043,1.097
9,53,input_order,indomain_min,time,60,100,50,80,,0.000429993,
9,54,input_order,indomain_min,obj,860580,860580,860580,860580,1252228,1057127,1.228
9,54,input_order,indomain_min,time,60,120,50,110,,0.000571583,
9,55,input_order,indomain_min,obj,164966,164966,164966,164966,230382,164966,1.000
9,55,input_order,indomain_min,time,80,90,70,70,,0.000229701,
9,56,input_order,indomain_min,obj,347872,347872,347872,347872,607981,408419,1.174
9,56,input_order,indomain_min,time,80,120,70,90,,0.000459589,
9,57,input_order,indomain_min,obj,268236,268236,268236,268236,316562,268236,1.000
9,57,input_order,indomain_min,time,60,100,60,90,,0.000382368,
9,58,input_order,indomain_min,obj,1261750,1261750,1261750,1261750,2424440,1261940,1.000
9,58,input_order,indomain_min,time,100,110,90,80,,0.000396779,
9,59,input_order,indomain_min,obj,914758,914758,914758,914758,1598842,916298,1.002
9,59,input_order,indomain_min,time,60,100,60,80,,0.00031211,
9,60,input_order,indomain_min,obj,734300,734300,734300,734300,835480,734300,1.000
9,60,input_order,indomain_min,time,60,90,60,70,,0.000324835,
9,61,input_order,indomain_min,obj,2232295,2232295,2232295,2232295,2858135,2961865,1.327
9,61,input_order,indomain_min,time,60,110,50,90,,0.000389499,
9,62,input_order,indomain_min,obj,1472400,1472400,1472400,1472400,2238550,1472400,1.000
9,62,input_order,indomain_min,time,60,100,50,70,,0.000311965,
9,63,input_order,indomain_min,obj,895900,895900,895900,895900,1289500,974000,1.087
9,63,input_order,indomain_min,time,60,100,60,70,,0.000261273,
9,64,input_order,indomain_min,obj,1870768,1870768,1870768,1870768,2092526,2270744,1.214
9,64,input_order,indomain_min,time,60,100,50,90,,0.000379155,
9,65,input_order,indomain_min,obj,1858587,1858587,1858587,1858587,3294465,1861287,1.001
9,65,input_order,indomain_min,time,70,100,60,70,,0.000329495,
9,66,input_order,indomain_min,obj,969775,969775,969775,969775,1558789,1013487,1.045
9,66,input_order,indomain_min,time,60,100,50,80,,0.000320382,
9,67,input_order,indomain_min,obj,266562,266562,266562,266562,442046,266562,1.000
9,67,input_order,indomain_min,time,70,90,60,60,,0.00022941,
9,68,input_order,indomain_min,obj,643278,643278,643278,643278,1090540,668256,1.039
9,68,input_order,indomain_min,time,60,110,50,100,,0.00048478,
9,69,input_order,indomain_min,obj,2756274,2756274,2756274,2756274,4647444,3202676,1.162
9,69,input_order,indomain_min,time,60,120,50,100,,0.00044871,
9,70,input_order,indomain_min,obj,304935,304935,304935,304935,564845,404935,1.328
9,70,input_order,indomain_min,time,60,100,50,90,,0.000338953,
9,71,input_order,indomain_min,obj,739780,739780,739780,739780,1647545,913085,1.234
9,71,input_order,indomain_min,time,60,120,50,100,,0.000591841,
9,72,input_order,indomain_min,obj,1907177,1907177,1907177,1907177,3733478,2395338,1.256
9,72,input_order,indomain_min,time,60,120,50,100,,0.000539177,
9,73,input_order,indomain_min,obj,481470,481470,481470,481470,885040,523670,1.088
9,73,input_order,indomain_min,time,60,100,50,70,,0.000263859,
9,74,input_order,indomain_min,obj,663968,663968,663968,663968,948204,802368,1.208
9,74,input_order,indomain_min,time,60,110,50,90,,0.000395648,
9,75,input_order,indomain_min,obj,435662,435662,435662,435662,456266,435662,1.000
9,75,input_order,indomain_min,time,60,90,50,60,,0.000224507,
9,76,input_order,indomain_min,obj,1625284,1625284,1625284,1625284,2716244,1630034,1.003
9,76,input_order,indomain_min,time,60,100,60,80,,0.000305372,
9,77,input_order,indomain_min,obj,1564050,1564050,1564050,1564050,2632950,1649550,1.055
9,77,input_order,indomain_min,time,60,110,60,90,,0.000303229,
9,78,input_order,indomain_min,obj,129645,129645,129645,129645,225115,131325,1.013
9,78,input_order,indomain_min,time,70,100,60,100,,0.000365697,
9,79,input_order,indomain_min,obj,1362200,1362200,1362200,1362200,2030200,1609000,1.181
9,79,input_order,indomain_min,time,60,100,50,90,,0.000333654,
9,80,input_order,indomain_min,obj,608153,608153,608153,608153,763782,608153,1.000
9,80,input_order,indomain_min,time,80,100,70,80,,0.000438218,
9,81,input_order,indomain_min,obj,560552,560552,560552,560552,958400,571548,1.020
9,81,input_order,indomain_min,time,60,110,50,90,,0.000385044,
9,82,input_order,indomain_min,obj,1133790,1133790,1133790,1133790,1996880,1141150,1.006
9,82,input_order,indomain_min,time,70,140,60,110,,0.000576626,
9,83,input_order,indomain_min,obj,703411,703411,703411,703411,1093930,735111,1.045
9,83,input_order,indomain_min,time,70,140,60,100,,0.000404356,
9,84,input_order,indomain_min,obj,1451314,1451314,1451314,1451314,1642639,1451314,1.000
9,84,input_order,indomain_min,time,60,120,60,90,,0.000352067,
9,85,input_order,indomain_min,obj,617000,617000,617000,617000,1150400,626800,1.016
9,85,input_order,indomain_min,time,60,130,60,120,,0.000489124,
9,86,input_order,indomain_min,obj,863839,863839,863839,863839,1689634,886324,1.026
9,86,input_order,indomain_min,time,70,120,60,100,,0.000385894,
9,87,input_order,indomain_min,obj,169709,169709,169709,169709,263223,170104,1.002
9,87,input_order,indomain_min,time,60,110,50,80,,0.000332684,
9,88,input_order,indomain_min,obj,720450,720450,720450,720450,974360,722210,1.002
9,88,input_order,indomain_min,time,60,110,50,90,,0.000276397,
9,89,input_order,indomain_min,obj,325739,325739,325739,325739,552416,325739,1.000
9,89,input_order,indomain_min,time,60,90,50,70,,0.000225334,
9,90,input_order,indomain_min,obj,23335,23335,23335,23335,29105,23335,1.000
9,90,input_order,indomain_min,time,60,100,60,70,,0.000222348,
9,91,input_order,indomain_min,obj,535110,535110,535110,535110,694368,564594,1.055
9,91,input_order,indomain_min,time,70,110,60,90,,0.000293451,
9,92,input_order,indomain_min,obj,741776,741776,741776,741776,947028,907351,1.223
9,92,input_order,indomain_min,time,60,100,60,80,,0.000457863,
9,93,input_order,indomain_min,obj,800590,800590,800590,800590,906930,802130,1.002
9,93,input_order,indomain_min,time,70,120,60,100,,0.000455614,
9,94,input_order,indomain_min,obj,375900,375900,375900,375900,725972,402800,1.072
9,94,input_order,indomain_min,time,80,110,70,100,,0.000432204,
9,95,input_order,indomain_min,obj,1164330,1164330,1164330,1164330,1734325,1276955,1.097
9,95,input_order,indomain_min,time,60,170,60,120,,0.00057378,
9,96,input_order,indomain_min,obj,1302510,1302510,1302510,1302510,3031300,1547475,1.188
9,96,input_order,indomain_min,time,80,120,70,100,,0.000413605,
9,97,input_order,indomain_min,obj,940165,940165,940165,940165,1574110,966565,1.028
9,97,input_order,indomain_min,time,70,100,60,80,,0.000286353,
9,98,input_order,indomain_min,obj,959789,959789,959789,959789,1683880,1033283,1.077
9,98,input_order,indomain_min,time,70,110,60,100,,0.000357465,
9,99,input_order,indomain_min,obj,211901,211901,211901,211901,350318,240882,1.137
9,99,input_order,indomain_min,time,80,130,70,110,,0.000383373,
9,100,input_order,indomain_min,obj,807600,807600,807600,807600,921865,811830,1.005
9,100,input_order,indomain_min,time,60,120,60,100,,0.000399048,
10,1,input_order,indomain_min,obj,492175,492175,492175,492175,903835,492175,1.000
10,1,input_order,indomain_min,time,60,80,50,60,,0.000222635,
10,2,input_order,indomain_min,obj,298440,298440,298440,298440,485435,300133,1.006
10,2,input_order,indomain_min,time,60,110,50,90,,0.000447898,
10,3,input_order,indomain_min,obj,1235880,1235880,1235880,1235880,1698788,1354724,1.096
10,3,input_order,indomain_min,time,60,110,50,90,,0.000349282,
10,4,input_order,indomain_min,obj,1354315,1354315,1354315,1354315,1873895,1578115,1.165
10,4,input_order,indomain_min,time,70,90,60,70,,0.000276515,
10,5,input_order,indomain_min,obj,1430940,1430940,1430940,1430940,1610550,1487700,1.040
10,5,input_order,indomain_min,time,60,100,50,70,,0.000299965,
10,6,input_order,indomain_min,obj,454760,454760,454760,454760,646994,454760,1.000
10,6,input_order,indomain_min,time,60,150,50,90,,0.000499321,
10,7,input_order,indomain_min,obj,268816,268816,268816,268816,415432,292808,1.089
10,7,input_order,indomain_min,time,60,150,50,110,,0.000425847,
10,8,input_order,indomain_min,obj,1133875,1133875,1133875,1133875,1830300,1191275,1.051
10,8,input_order,indomain_min,time,60,110,60,90,,0.000370946,
10,9,input_order,indomain_min,obj,428259,428259,428259,428259,662725,514538,1.201
10,9,input_order,indomain_min,time,60,120,50,100,,0.000446311,
10,10,input_order,indomain_min,obj,850265,850265,850265,850265,1043690,866605,1.019
10,10,input_order,indomain_min,time,60,110,50,100,,0.000485968,
10,11,input_order,indomain_min,obj,1077198,1077198,1077198,1077198,1712300,1114046,1.034
10,11,input_order,indomain_min,time,60,110,50,90,,0.000415208,
10,12,input_order,indomain_min,obj,551775,551775,551775,551775,754658,553455,1.003
10,12,input_order,indomain_min,time,60,120,60,90,,0.000406248,
10,13,input_order,indomain_min,obj,173010,173010,173010,173010,264660,197570,1.142
10,13,input_order,indomain_min,time,60,110,50,90,,0.000444687,
10,14,input_order,indomain_min,obj,3281267,3281267,3281267,3281267,4177033,4048693,1.234
10,14,input_order,indomain_min,time,60,120,50,110,,0.000567199,
10,15,input_order,indomain_min,obj,1475316,1475316,1475316,1475316,1542704,1476268,1.001
10,15,input_order,indomain_min,time,60,100,50,80,,0.000292724,
10,16,input_order,indomain_min,obj,207734,207734,207734,207734,294498,217362,1.046
10,16,input_order,indomain_min,time,60,120,50,100,,0.000381548,
10,17,input_order,indomain_min,obj,476500,476500,476500,476500,603722,476756,1.001
10,17,input_order,indomain_min,time,60,120,50,100,,0.000463575,
10,18,input_order,indomain_min,obj,722434,722434,722434,722434,1490788,747218,1.034
10,18,input_order,indomain_min,time,60,110,50,90,,0.000430746,
10,19,input_order,indomain_min,obj,796245,796245,796245,796245,1338405,820425,1.030
10,19,input_order,indomain_min,time,60,110,60,90,,0.000340888,
10,20,input_order,indomain_min,obj,1781489,1781489,1781489,1781489,2299845,1927145,1.082
10,20,input_order,indomain_min,time,60,110,50,90,,0.000446404,
10,21,input_order,indomain_min,obj,1453394,1453394,1453394,1453394,2368204,1518694,1.045
10,21,input_order,indomain_min,time,60,100,50,80,,0.0002734,
10,22,input_order,indomain_min,obj,166809,166809,166809,166809,243049,175242,1.051
10,22,input_order,indomain_min,time,60,110,50,90,,0.000504999,
10,23,input_order,indomain_min,obj,663240,663240,663240,663240,1035390,663240,1.000
10,23,input_order,indomain_min,time,60,100,60,80,,0.000337381,
10,24,input_order,indomain_min,obj,1516375,1516375,1516375,1516375,2222640,1586175,1.046
10,24,input_order,indomain_min,time,60,100,50,80,,0.000344964,
10,25,input_order,indomain_min,obj,4026000,4026000,4026000,4026000,5978720,4026600,1.000
10,25,input_order,indomain_min,time,60,100,60,70,,0.000269273,
10,26,input_order,indomain_min,obj,177875,177875,177875,177875,301460,223975,1.259
10,26,input_order,indomain_min,time,60,110,50,100,,0.000403307,
10,27,input_order,indomain_min,obj,1124832,1124832,1124832,1124832,1410528,1124832,1.000
10,27,input_order,indomain_min,time,70,90,60,60,,0.000228393,
10,28,input_order,indomain_min,obj,3748048,3748048,3748048,3748048,5657360,4159348,1.110
10,28,input_order,indomain_min,time,60,110,60,90,,0.000383789,
10,29,input_order,indomain_min,obj,3043880,3043880,3043880,3043880,3796410,3103520,1.020
10,29,input_order,indomain_min,time,60,100,50,80,,0.000322079,
10,30,input_order,indomain_min,obj,1423849,1423849,1423849,1423849,2101667,1498849,1.053
10,30,input_order,indomain_min,time,60,100,60,80,,0.000428551,
10,31,input_order,indomain_min,obj,2713378,2713378,2713378,2713378,3798356,2744840,1.012
10,31,input_order,indomain_min,time,60,100,50,90,,0.000395367,
10,32,input_order,indomain_min,obj,224388,224388,224388,224388,323056,224980,1.003
10,32,input_order,indomain_min,time,70,100,60,80,,0.000313584,
10,33,input_order,indomain_min,obj,2448864,2448864,2448864,2448864,3095144,2565232,1.048
10,33,input_order,indomain_min,time,60,100,50,80,,0.000428703,
10,34,input_order,indomain_min,obj,1811900,1811900,1811900,1811900,3140550,1992100,1.099
10,34,input_order,indomain_min,time,60,100,60,80,,0.000350451,
10,35,input_order,indomain_min,obj,1044662,1044662,1044662,1044662,1621498,1078596,1.032
10,35,input_order,indomain_min,time,60,120,50,100,,0.000487319,
10,36,input_order,indomain_min,obj,1096702,1096702,1096702,1096702,2153238,1319054,1.203
10,36,input_order,indomain_min,time,60,110,50,90,,0.000450724,
10,37,input_order,indomain_min,obj,1673112,1673112,1673112,1673112,1777000,1823382,1.090
10,37,input_order,indomain_min,time,70,110,60,90,,0.000349525,
10,38,input_order,indomain_min,obj,750280,750280,750280,750280,857030,752100,1.002
10,38,input_order,indomain_min,time,60,100,50,90,,0.000400601,
10,39,input_order,indomain_min,obj,1357890,1357890,1357890,1357890,2047100,1942230,1.430
10,39,input_order,indomain_min,time,70,120,60,100,,0.000425603,
10,40,input_order,indomain_min,obj,1938193,1938193,1938193,1938193,2307866,1982115,1.023
10,40,input_order,indomain_min,time,60,160,50,100,,0.000409574,
10,41,input_order,indomain_min,obj,2963908,2963908,2963908,2963908,5156978,2963908,1.000
10,41,input_order,indomain_min,time,70,120,60,90,,0.000362609,
10,42,input_order,indomain_min,obj,252800,252800,252800,252800,505150,257200,1.017
10,42,input_order,indomain_min,time,60,120,50,90,,0.00038795,
10,43,input_order,indomain_min,obj,513462,513462,513462,513462,670416,600292,1.169
10,43,input_order,indomain_min,time,60,100,50,80,,0.000379886,
10,44,input_order,indomain_min,obj,730955,730955,730955,730955,1360850,860155,1.177
10,44,input_order,indomain_min,time,60,100,50,70,,0.000324535,
10,45,input_order,indomain_min,obj,1594746,1594746,1594746,1594746,2003820,1661482,1.042
